epoch,loss,match,kl,ce,coord,disp,smooth,z_spacing,top1,top5,pmax,ent,inside_valid,cand_valid,inside_all,valid_inside_all,valid,pred_mag,gt_mag
2074,2.419,0.0,0.0,0.0,1.9961,1.9961,2.365,1.7633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.476,4.747
2075,2.4147,0.0,0.0,0.0,1.9926,1.9926,2.3622,1.7657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2076,2.4182,0.0,0.0,0.0,1.9955,1.9955,2.3637,1.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2077,2.4148,0.0,0.0,0.0,1.9926,1.9926,2.364,1.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.47,4.747
2078,2.4155,0.0,0.0,0.0,1.9933,1.9933,2.3536,1.7652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.444,4.747
2079,2.4156,0.0,0.0,0.0,1.9933,1.9933,2.3619,1.7637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2080,2.415,0.0,0.0,0.0,1.9929,1.9929,2.3614,1.7641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2081,2.4162,0.0,0.0,0.0,1.9938,1.9938,2.3642,1.7635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2082,2.4158,0.0,0.0,0.0,1.9935,1.9935,2.3642,1.7646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2083,2.415,0.0,0.0,0.0,1.9928,1.9928,2.3658,1.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2084,2.4153,0.0,0.0,0.0,1.993,1.993,2.3655,1.7682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2085,2.4128,0.0,0.0,0.0,1.991,1.991,2.365,1.7678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2086,2.4172,0.0,0.0,0.0,1.9947,1.9947,2.3524,1.7636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.436,4.747
2087,2.4123,0.0,0.0,0.0,1.9905,1.9905,2.362,1.7653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2088,2.4188,0.0,0.0,0.0,1.996,1.996,2.3638,1.7606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2089,2.4151,0.0,0.0,0.0,1.9929,1.9929,2.3676,1.7679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2090,2.4142,0.0,0.0,0.0,1.9921,1.9921,2.3652,1.7662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2091,2.4105,0.0,0.0,0.0,1.989,1.989,2.3656,1.7676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2092,2.416,0.0,0.0,0.0,1.9937,1.9937,2.3567,1.7638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.44,4.747
2093,2.4147,0.0,0.0,0.0,1.9926,1.9926,2.362,1.7628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2094,2.4097,0.0,0.0,0.0,1.9885,1.9885,2.358,1.7658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.446,4.747
2095,2.4188,0.0,0.0,0.0,1.996,1.996,2.3655,1.7607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2096,2.4142,0.0,0.0,0.0,1.9921,1.9921,2.3688,1.7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2097,2.416,0.0,0.0,0.0,1.9936,1.9936,2.3638,1.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2098,2.4108,0.0,0.0,0.0,1.9893,1.9893,2.3672,1.7657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2099,2.4117,0.0,0.0,0.0,1.9901,1.9901,2.3592,1.7639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.442,4.747
2100,2.4106,0.0,0.0,0.0,1.9891,1.9891,2.3634,1.7648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.46,4.747
2101,2.4173,0.0,0.0,0.0,1.9947,1.9947,2.3652,1.7604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2102,2.4141,0.0,0.0,0.0,1.992,1.992,2.371,1.7676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.47,4.747
2103,2.4137,0.0,0.0,0.0,1.9917,1.9917,2.3667,1.7648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.465,4.747
2104,2.4107,0.0,0.0,0.0,1.9892,1.9892,2.3698,1.7675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2105,2.4067,0.0,0.0,0.0,1.9859,1.9859,2.3638,1.7666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.452,4.747
2106,2.415,0.0,0.0,0.0,1.9928,1.9928,2.3677,1.7638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2107,2.4066,0.0,0.0,0.0,1.9858,1.9858,2.3671,1.7678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.46,4.747
2108,2.413,0.0,0.0,0.0,1.9911,1.9911,2.3693,1.7654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2109,2.4065,0.0,0.0,0.0,1.9857,1.9857,2.364,1.7663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.449,4.747
2110,2.4139,0.0,0.0,0.0,1.9918,1.9918,2.3691,1.7646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2111,2.4053,0.0,0.0,0.0,1.9847,1.9847,2.3661,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.455,4.747
2112,2.4144,0.0,0.0,0.0,1.9922,1.9922,2.3702,1.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2113,2.4102,0.0,0.0,0.0,1.9887,1.9887,2.3696,1.7675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.465,4.747
2114,2.4138,0.0,0.0,0.0,1.9917,1.9917,2.3735,1.7675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.47,4.747
2115,2.4074,0.0,0.0,0.0,1.9864,1.9864,2.3698,1.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.46,4.747
2116,2.4115,0.0,0.0,0.0,1.9898,1.9898,2.3729,1.7662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.47,4.747
2117,2.407,0.0,0.0,0.0,1.9861,1.9861,2.3689,1.7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.459,4.747
2118,2.4132,0.0,0.0,0.0,1.9912,1.9912,2.3735,1.7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2119,2.4056,0.0,0.0,0.0,1.9849,1.9849,2.3697,1.7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.458,4.747
2120,2.4112,0.0,0.0,0.0,1.9895,1.9895,2.3743,1.7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2121,2.4061,0.0,0.0,0.0,1.9853,1.9853,2.3679,1.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.45,4.747
2122,2.4123,0.0,0.0,0.0,1.9905,1.9905,2.3724,1.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2123,2.408,0.0,0.0,0.0,1.9869,1.9869,2.3694,1.7669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.461,4.747
2124,2.4119,0.0,0.0,0.0,1.9902,1.9902,2.3688,1.7637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.46,4.747
2125,2.4098,0.0,0.0,0.0,1.9884,1.9884,2.3731,1.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2126,2.4121,0.0,0.0,0.0,1.9903,1.9903,2.3751,1.7666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2127,2.4067,0.0,0.0,0.0,1.9858,1.9858,2.3724,1.7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.459,4.747
2128,2.4102,0.0,0.0,0.0,1.9887,1.9887,2.3748,1.7666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2129,2.4063,0.0,0.0,0.0,1.9855,1.9855,2.3737,1.7693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2130,2.4087,0.0,0.0,0.0,1.9874,1.9874,2.3754,1.7679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2131,2.4062,0.0,0.0,0.0,1.9854,1.9854,2.3747,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2132,2.4083,0.0,0.0,0.0,1.9871,1.9871,2.3743,1.7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2133,2.4051,0.0,0.0,0.0,1.9845,1.9845,2.373,1.7671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.457,4.747
2134,2.4097,0.0,0.0,0.0,1.9882,1.9882,2.3768,1.7686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2135,2.4084,0.0,0.0,0.0,1.9872,1.9872,2.3768,1.7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2136,2.4074,0.0,0.0,0.0,1.9864,1.9864,2.3757,1.7694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2137,2.4122,0.0,0.0,0.0,1.9903,1.9903,2.3789,1.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2138,2.4064,0.0,0.0,0.0,1.9856,1.9856,2.3746,1.7692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.455,4.747
2139,2.4101,0.0,0.0,0.0,1.9886,1.9886,2.3775,1.7686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2140,2.4112,0.0,0.0,0.0,1.9895,1.9895,2.3792,1.7695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2141,2.4052,0.0,0.0,0.0,1.9845,1.9845,2.3779,1.7693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2142,2.4064,0.0,0.0,0.0,1.9856,1.9856,2.3765,1.7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.457,4.747
2143,2.4099,0.0,0.0,0.0,1.9884,1.9884,2.3792,1.7693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2144,2.4086,0.0,0.0,0.0,1.9874,1.9874,2.378,1.7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.465,4.747
2145,2.4051,0.0,0.0,0.0,1.9844,1.9844,2.3785,1.7682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2146,2.405,0.0,0.0,0.0,1.9844,1.9844,2.3766,1.7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.458,4.747
2147,2.4034,0.0,0.0,0.0,1.983,1.983,2.3769,1.7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.459,4.747
2148,2.4061,0.0,0.0,0.0,1.9853,1.9853,2.3789,1.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2149,2.4046,0.0,0.0,0.0,1.984,1.984,2.3777,1.7684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2150,2.4045,0.0,0.0,0.0,1.984,1.984,2.3733,1.7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.45,4.747
2151,2.4077,0.0,0.0,0.0,1.9866,1.9866,2.3764,1.7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2152,2.4031,0.0,0.0,0.0,1.9828,1.9828,2.379,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2153,2.4038,0.0,0.0,0.0,1.9833,1.9833,2.3803,1.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2154,2.4094,0.0,0.0,0.0,1.988,1.988,2.38,1.7692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2155,2.406,0.0,0.0,0.0,1.9852,1.9852,2.3794,1.7669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2156,2.4032,0.0,0.0,0.0,1.9828,1.9828,2.3793,1.7669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.458,4.747
2157,2.4056,0.0,0.0,0.0,1.9848,1.9848,2.3813,1.7701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2158,2.4067,0.0,0.0,0.0,1.9857,1.9857,2.3809,1.7687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2159,2.4021,0.0,0.0,0.0,1.9819,1.9819,2.3788,1.7676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.46,4.747
2160,2.4051,0.0,0.0,0.0,1.9844,1.9844,2.3799,1.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.459,4.747
2161,2.4079,0.0,0.0,0.0,1.9867,1.9867,2.3769,1.7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.46,4.747
2162,2.4024,0.0,0.0,0.0,1.9822,1.9822,2.3764,1.7679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.456,4.747
2163,2.4117,0.0,0.0,0.0,1.99,1.99,2.3761,1.7665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.461,4.747
2164,2.4007,0.0,0.0,0.0,1.9808,1.9808,2.3769,1.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.455,4.747
2165,2.4101,0.0,0.0,0.0,1.9886,1.9886,2.3769,1.7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2166,2.4016,0.0,0.0,0.0,1.9815,1.9815,2.38,1.7677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.459,4.747
2167,2.4074,0.0,0.0,0.0,1.9863,1.9863,2.3777,1.7704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2168,2.4096,0.0,0.0,0.0,1.9881,1.9881,2.3867,1.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2169,2.4107,0.0,0.0,0.0,1.989,1.989,2.387,1.7679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2170,2.4024,0.0,0.0,0.0,1.9821,1.9821,2.3811,1.7662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.459,4.747
2171,2.4097,0.0,0.0,0.0,1.9882,1.9882,2.3817,1.7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2172,2.415,0.0,0.0,0.0,1.9926,1.9926,2.3845,1.7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2173,2.4027,0.0,0.0,0.0,1.9824,1.9824,2.3827,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2174,2.4098,0.0,0.0,0.0,1.9883,1.9883,2.3821,1.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2175,2.4046,0.0,0.0,0.0,1.9839,1.9839,2.3843,1.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.465,4.747
2176,2.402,0.0,0.0,0.0,1.9818,1.9818,2.384,1.7665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.461,4.747
2177,2.4105,0.0,0.0,0.0,1.9889,1.9889,2.3839,1.7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2178,2.4179,0.0,0.0,0.0,1.9951,1.9951,2.3793,1.7608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.465,4.747
2179,2.4129,0.0,0.0,0.0,1.9909,1.9909,2.3834,1.7692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.47,4.747
2180,2.407,0.0,0.0,0.0,1.9859,1.9859,2.3863,1.7677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2181,2.4177,0.0,0.0,0.0,1.9949,1.9949,2.3813,1.7621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2182,2.4162,0.0,0.0,0.0,1.9936,1.9936,2.3863,1.7633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2183,2.4154,0.0,0.0,0.0,1.993,1.993,2.386,1.7659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2184,2.4092,0.0,0.0,0.0,1.9878,1.9878,2.3868,1.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.473,4.747
2185,2.4074,0.0,0.0,0.0,1.9863,1.9863,2.3842,1.7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2186,2.4122,0.0,0.0,0.0,1.9903,1.9903,2.3805,1.7641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2187,2.4079,0.0,0.0,0.0,1.9867,1.9867,2.3802,1.7676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2188,2.404,0.0,0.0,0.0,1.9835,1.9835,2.385,1.7676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.465,4.747
2189,2.4037,0.0,0.0,0.0,1.9832,1.9832,2.3829,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2190,2.4103,0.0,0.0,0.0,1.9888,1.9888,2.3753,1.7623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.45,4.747
2191,2.4068,0.0,0.0,0.0,1.9858,1.9858,2.3817,1.7678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.463,4.747
2192,2.415,0.0,0.0,0.0,1.9926,1.9926,2.3781,1.7608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.457,4.747
2193,2.4165,0.0,0.0,0.0,1.9939,1.9939,2.3817,1.7651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2194,2.4114,0.0,0.0,0.0,1.9896,1.9896,2.3865,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2195,2.4132,0.0,0.0,0.0,1.9912,1.9912,2.3822,1.7629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2196,2.405,0.0,0.0,0.0,1.9843,1.9843,2.3857,1.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2197,2.4061,0.0,0.0,0.0,1.9852,1.9852,2.3852,1.7686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2198,2.4101,0.0,0.0,0.0,1.9885,1.9885,2.384,1.7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2199,2.4105,0.0,0.0,0.0,1.9889,1.9889,2.3843,1.7662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2200,2.4056,0.0,0.0,0.0,1.9848,1.9848,2.3809,1.7687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.461,4.747
2201,2.4053,0.0,0.0,0.0,1.9845,1.9845,2.3868,1.7687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2202,2.4108,0.0,0.0,0.0,1.9891,1.9891,2.3879,1.7686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2203,2.4166,0.0,0.0,0.0,1.9939,1.9939,2.3845,1.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2204,2.4159,0.0,0.0,0.0,1.9934,1.9934,2.3814,1.7666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2205,2.4176,0.0,0.0,0.0,1.9948,1.9948,2.3865,1.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2206,2.4174,0.0,0.0,0.0,1.9946,1.9946,2.391,1.7659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.477,4.747
2207,2.4188,0.0,0.0,0.0,1.9957,1.9957,2.3934,1.7654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.479,4.747
2208,2.4099,0.0,0.0,0.0,1.9883,1.9883,2.3943,1.7701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.477,4.747
2209,2.4109,0.0,0.0,0.0,1.9892,1.9892,2.3925,1.7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2210,2.4049,0.0,0.0,0.0,1.9841,1.9841,2.3926,1.7708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2211,2.4097,0.0,0.0,0.0,1.9882,1.9882,2.3904,1.7696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2212,2.4121,0.0,0.0,0.0,1.9902,1.9902,2.3933,1.7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.475,4.747
2213,2.4077,0.0,0.0,0.0,1.9865,1.9865,2.3908,1.7693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2214,2.4127,0.0,0.0,0.0,1.9906,1.9906,2.393,1.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.476,4.747
2215,2.4081,0.0,0.0,0.0,1.9869,1.9869,2.3911,1.7687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.469,4.747
2216,2.4071,0.0,0.0,0.0,1.986,1.986,2.3944,1.7694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.476,4.747
2217,2.4094,0.0,0.0,0.0,1.9879,1.9879,2.3902,1.7704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.47,4.747
2218,2.4035,0.0,0.0,0.0,1.983,1.983,2.3899,1.7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2219,2.4065,0.0,0.0,0.0,1.9855,1.9855,2.3917,1.7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2220,2.419,0.0,0.0,0.0,1.9959,1.9959,2.3939,1.7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2221,2.4177,0.0,0.0,0.0,1.9948,1.9948,2.3937,1.7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.476,4.747
2222,2.4234,0.0,0.0,0.0,1.9995,1.9995,2.3909,1.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2223,2.4246,0.0,0.0,0.0,2.0006,2.0006,2.3913,1.7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.476,4.747
2224,2.4223,0.0,0.0,0.0,1.9987,1.9987,2.3917,1.7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2225,2.4198,0.0,0.0,0.0,1.9966,1.9966,2.3933,1.7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2226,2.4209,0.0,0.0,0.0,1.9976,1.9976,2.3876,1.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.464,4.747
2227,2.4216,0.0,0.0,0.0,1.9981,1.9981,2.3872,1.7658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2228,2.4183,0.0,0.0,0.0,1.9954,1.9954,2.3884,1.7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2229,2.4147,0.0,0.0,0.0,1.9923,1.9923,2.3896,1.7662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.466,4.747
2230,2.4081,0.0,0.0,0.0,1.9868,1.9868,2.3949,1.7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2231,2.4054,0.0,0.0,0.0,1.9846,1.9846,2.3932,1.7684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.467,4.747
2232,2.408,0.0,0.0,0.0,1.9867,1.9867,2.3963,1.7679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.473,4.747
2233,2.4038,0.0,0.0,0.0,1.9833,1.9833,2.3878,1.7686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.462,4.747
2234,2.4037,0.0,0.0,0.0,1.9832,1.9832,2.3935,1.7694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.468,4.747
2235,2.407,0.0,0.0,0.0,1.9859,1.9859,2.3953,1.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.471,4.747
2236,2.4096,0.0,0.0,0.0,1.988,1.988,2.3953,1.7705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.474,4.747
2237,2.4091,0.0,0.0,0.0,1.9876,1.9876,2.3941,1.7695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.472,4.747
2238,2.4152,0.0,0.0,0.0,1.9927,1.9927,2.3953,1.7659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.475,4.747
2239,2.4071,0.0,0.0,0.0,1.9859,1.9859,2.3989,1.7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.478,4.747
